gpa_link,name,location,average_gpa,acceptance_rate,average_act_composite,average_sat_composite,type_of_institution,level_of_institution,average_net_price,number_of_students
https://www.appily.com/colleges/gpa/3-8,Saint Louis University,"Saint Louis, MO",3.9,85%,27,1255,PRIVATE,4 YEAR,"$27,872","15,755"
https://www.appily.com/colleges/gpa/3-8,Bowdoin College,"Brunswick, ME",3.9,9%,32,1405,PRIVATE,4 YEAR,"$25,622","1,915"
https://www.appily.com/colleges/gpa/3-8,Stetson University,"Deland, FL",3.9,94%,26,1210,PRIVATE,4 YEAR,"$23,864","3,928"
https://www.appily.com/colleges/gpa/3-8,Southern Methodist University,"Dallas, TX",3.7,52%,32,1405,PRIVATE,4 YEAR,"$41,444","12,053"
https://www.appily.com/colleges/gpa/3-8,Davidson College,"Davidson, NC",3.9,17%,32,1411,PRIVATE,4 YEAR,"$28,615","1,927"
https://www.appily.com/colleges/gpa/3-8,Duquesne University,"Pittsburgh, PA",3.8,87%,26,1221,PRIVATE,4 YEAR,"$32,408","8,107"
https://www.appily.com/colleges/gpa/3-8,Thomas Jefferson University,"Philadelphia, PA",3.7,87%,28,1222,PRIVATE,4 YEAR,"$24,697","8,105"
https://www.appily.com/colleges/gpa/3-8,Bowling Green State University-Main Campus,"Bowling Green, OH",3.7,79%,21,1083,PUBLIC,4 YEAR,"$17,580","16,920"
https://www.appily.com/colleges/gpa/3-8,University of Alabama at Birmingham,"Birmingham, AL",3.8,87%,27,1234,PUBLIC,4 YEAR,"$16,978","21,639"
https://www.appily.com/colleges/gpa/3-8,Drake University,"Des Moines, IA",3.7,67%,28,1285,PRIVATE,4 YEAR,"$30,321","4,685"
https://www.appily.com/colleges/gpa/3-8,Wheaton College,"Wheaton, IL",3.8,88%,31,1337,PRIVATE,4 YEAR,"$27,474","2,885"
https://www.appily.com/colleges/gpa/3-8,Bradley University,"Peoria, IL",3.8,75%,26,1182,PRIVATE,4 YEAR,"$24,053","5,552"
https://www.appily.com/colleges/gpa/3-8,Gettysburg College,"Gettysburg, PA",3.8,56%,28,1345,PRIVATE,4 YEAR,"$34,850","2,854"
https://www.appily.com/colleges/gpa/3-8,Brigham Young University-Idaho,"Rexburg, ID",3.9,96%,22,1111,PRIVATE,4 YEAR,"$6,871","43,023"
https://www.appily.com/colleges/gpa/3-8,DePauw University,"Greencastle, IN",3.9,66%,27,1253,PRIVATE,4 YEAR,"$30,183","1,752"
https://www.appily.com/colleges/gpa/3-8,Fairfield University,"Fairfield, CT",3.8,52%,28,1288,PRIVATE,4 YEAR,"$43,173","6,019"
https://www.appily.com/colleges/gpa/3-8,The College of Wooster,"Wooster, OH",3.7,56%,28,1282,PRIVATE,4 YEAR,"$27,923","1,967"
https://www.appily.com/colleges/gpa/3-8,Lawrence University,"Appleton, WI",3.7,72%,30,1324,PRIVATE,4 YEAR,"$26,594","1,426"
https://www.appily.com/colleges/gpa/3-8,Stevens Institute of Technology,"Hoboken, NJ",3.9,46%,33,1429,PRIVATE,4 YEAR,"$40,303","9,314"
https://www.appily.com/colleges/gpa/3-8,Furman University,"Greenville, SC",3.7,67%,32,1356,PRIVATE,4 YEAR,"$37,761","2,443"
https://www.appily.com/colleges/gpa/3-8,Colorado School of Mines,"Golden, CO",3.8,58%,30,1342,PUBLIC,4 YEAR,"$27,675","7,403"
https://www.appily.com/colleges/gpa/3-8,Loyola University Maryland,"Baltimore, MD",3.7,83%,28,1230,PRIVATE,4 YEAR,"$37,375","5,238"
https://www.appily.com/colleges/gpa/3-8,Lee University,"Cleveland, TN",3.7,73%,27,1169,PRIVATE,4 YEAR,"$17,629","3,927"
https://www.appily.com/colleges/gpa/3-8,Shenandoah University,"Winchester, VA",3.7,80%,22,1103,PRIVATE,4 YEAR,"$31,089","4,260"
https://www.appily.com/colleges/gpa/3-8,Gonzaga University,"Spokane, WA",3.7,70%,29,1288,PRIVATE,4 YEAR,"$36,880","7,253"
https://www.appily.com/colleges/gpa/3-8,St Olaf College,"Northfield, MN",3.7,56%,29,1335,PRIVATE,4 YEAR,"$27,838","3,046"
https://www.appily.com/colleges/gpa/3-8,Samford University,"Birmingham, AL",3.9,83%,28,1223,PRIVATE,4 YEAR,"$31,322","5,682"
https://www.appily.com/colleges/gpa/3-8,Babson College,"Wellesley, MA",3.9,22%,31,1362,PRIVATE,4 YEAR,"$31,559","3,989"
https://www.appily.com/colleges/gpa/3-8,The Cooper Union for the Advancement of Science and Art,"New York, NY",3.7,22%,33,1430,PRIVATE,4 YEAR,"$25,005",958
https://www.appily.com/colleges/gpa/3-8,University of Minnesota-Twin Cities,"Minneapolis, MN",3.7,75%,29,1337,PUBLIC,4 YEAR,"$17,729","54,955"
https://www.appily.com/colleges/gpa/3-8,Susquehanna University,"Selinsgrove, PA",3.7,77%,25,1175,PRIVATE,4 YEAR,"$26,597","2,231"
https://www.appily.com/colleges/gpa/3-8,Trinity University,"San Antonio, TX",3.8,31%,32,1381,PRIVATE,4 YEAR,"$31,141","2,692"
https://www.appily.com/colleges/gpa/3-8,Gannon University,"Erie, PA",3.7,81%,22,1135,PRIVATE,4 YEAR,"$22,839","4,665"
https://www.appily.com/colleges/gpa/3-8,Lipscomb University,"Nashville, TN",3.8,71%,28,1234,PRIVATE,4 YEAR,"$26,421","4,704"
https://www.appily.com/colleges/gpa/3-8,Saint Joseph's University,"Philadelphia, PA",3.8,89%,27,1217,PRIVATE,4 YEAR,"$35,780","7,861"
https://www.appily.com/colleges/gpa/3-8,University of Mary Washington,"Fredericksburg, VA",3.8,86%,27,1193,PUBLIC,4 YEAR,"$22,569","3,757"
https://www.appily.com/colleges/gpa/3-8,Queens University of Charlotte,"Charlotte, NC",3.7,71%,26,1159,PRIVATE,4 YEAR,"$25,756","1,873"
https://www.appily.com/colleges/gpa/3-8,Wofford College,"Spartanburg, SC",3.8,60%,29,1290,PRIVATE,4 YEAR,"$30,431","1,823"
https://www.appily.com/colleges/gpa/3-8,Kalamazoo College,"Kalamazoo, MI",3.8,79%,29,1284,PRIVATE,4 YEAR,"$22,808","1,210"
https://www.appily.com/colleges/gpa/3-8,Bard College,"Annandale On Hudson, NY",3.8,46%,29,1330,PRIVATE,4 YEAR,"$25,484","2,706"
https://www.appily.com/colleges/gpa/3-8,Berry College,"Mount Berry, GA",3.8,66%,28,1245,PRIVATE,4 YEAR,"$24,605","2,360"
https://www.appily.com/colleges/gpa/3-8,Middle Tennessee State University,"Murfreesboro, TN",3.7,73%,24,1150,PUBLIC,4 YEAR,"$12,464","20,086"
https://www.appily.com/colleges/gpa/3-8,Binghamton University,"Vestal, NY",3.9,42%,30,1370,PUBLIC,4 YEAR,"$19,061","18,312"
https://www.appily.com/colleges/gpa/3-8,Bates College,"Lewiston, ME",3.9,14%,32,1420,PRIVATE,4 YEAR,"$26,451","1,790"
https://www.appily.com/colleges/gpa/3-8,Dominican University,"River Forest, IL",3.8,90%,22,1106,PRIVATE,4 YEAR,"$18,685","3,196"
https://www.appily.com/colleges/gpa/3-8,Citadel Military College of South Carolina,"Charleston, SC",3.8,99%,23,1138,PUBLIC,4 YEAR,"$18,548","3,721"
https://www.appily.com/colleges/gpa/3-8,Worcester Polytechnic Institute,"Worcester, MA",3.9,57%,31,1380,PRIVATE,4 YEAR,"$45,834","7,308"
https://www.appily.com/colleges/gpa/3-8,Hillsdale College,"Hillsdale, MI",3.9,21%,32,1440,PRIVATE,4 YEAR,"$22,835","1,678"
https://www.appily.com/colleges/gpa/3-8,Christopher Newport University,"Newport News, VA",3.8,85%,--,1197,PUBLIC,4 YEAR,"$25,596","4,559"
https://www.appily.com/colleges/gpa/3-8,Drury University,"Springfield, MO",3.8,63%,25,1210,PRIVATE,4 YEAR,"$19,190","1,595"
https://www.appily.com/colleges/gpa/3-8,Jacksonville University,"Jacksonville, FL",3.7,58%,25,1060,PRIVATE,4 YEAR,"$24,084","3,837"
https://www.appily.com/colleges/gpa/3-8,Regis University,"Denver, CO",3.7,76%,25,1157,PRIVATE,4 YEAR,"$25,483","4,668"
https://www.appily.com/colleges/gpa/3-8,Rhode Island School of Design,"Providence, RI",3.7,17%,31,1349,PRIVATE,4 YEAR,"$43,982","2,620"
https://www.appily.com/colleges/gpa/3-8,Macalester College,"Saint Paul, MN",3.9,28%,32,1415,PRIVATE,4 YEAR,"$35,589","2,175"
https://www.appily.com/colleges/gpa/3-8,Calvin University,"Grand Rapids, MI",3.8,74%,28,1264,PRIVATE,4 YEAR,"$26,647","3,231"
https://www.appily.com/colleges/gpa/3-8,Connecticut College,"New London, CT",3.8,40%,33,1397,PRIVATE,4 YEAR,"$32,626","1,948"
https://www.appily.com/colleges/gpa/3-8,Lake Forest College,"Lake Forest, IL",3.7,60%,--,--,PRIVATE,4 YEAR,"$26,426","1,753"
https://www.appily.com/colleges/gpa/3-8,Transylvania University,"Lexington, KY",3.7,91%,27,1259,PRIVATE,4 YEAR,"$26,054",979
https://www.appily.com/colleges/gpa/3-8,Longwood University,"Farmville, VA",3.7,88%,21,1057,PUBLIC,4 YEAR,"$21,446","4,358"
https://www.appily.com/colleges/gpa/3-8,Grove City College,"Grove City, PA",3.8,71%,28,1251,PRIVATE,4 YEAR,"$24,576","2,316"
https://www.appily.com/colleges/gpa/3-8,Whitman College,"Walla Walla, WA",3.8,38%,31,1390,PRIVATE,4 YEAR,"$38,989","1,561"
https://www.appily.com/colleges/gpa/3-8,Valparaiso University,"Valparaiso, IN",3.7,94%,25,1202,PRIVATE,4 YEAR,"$22,500","2,958"
https://www.appily.com/colleges/gpa/3-8,Centre College,"Danville, KY",3.8,63%,30,1326,PRIVATE,4 YEAR,"$22,748","1,357"
https://www.appily.com/colleges/gpa/3-8,Millikin University,"Decatur, IL",3.7,75%,23,1112,PRIVATE,4 YEAR,"$19,948","1,807"
https://www.appily.com/colleges/gpa/3-8,St Lawrence University,"Canton, NY",3.7,63%,27,1281,PRIVATE,4 YEAR,"$31,578","2,175"
https://www.appily.com/colleges/gpa/3-8,University of Michigan-Dearborn,"Dearborn, MI",3.7,54%,26,1196,PUBLIC,4 YEAR,"$12,639","8,223"
https://www.appily.com/colleges/gpa/3-8,Clarkson University,"Potsdam, NY",3.8,78%,25,1258,PRIVATE,4 YEAR,"$29,015","3,719"
https://www.appily.com/colleges/gpa/3-8,The University of Findlay,"Findlay, OH",3.7,86%,23,1165,PRIVATE,4 YEAR,"$24,884","4,869"
https://www.appily.com/colleges/gpa/3-8,Elizabethtown College,"Elizabethtown, PA",3.7,81%,25,1188,PRIVATE,4 YEAR,"$25,767","2,021"
https://www.appily.com/colleges/gpa/3-8,Kettering University,"Flint, MI",3.7,81%,27,1278,PRIVATE,4 YEAR,"$37,518","1,769"
https://www.appily.com/colleges/gpa/3-8,Harding University,"Searcy, AR",3.7,45%,27,1204,PRIVATE,4 YEAR,"$19,375","4,805"
https://www.appily.com/colleges/gpa/3-8,Sarah Lawrence College,"Bronxville, NY",3.8,50%,32,1344,PRIVATE,4 YEAR,"$36,422","1,696"
https://www.appily.com/colleges/gpa/3-8,The College of New Jersey,"Ewing, NJ",3.7,64%,28,1267,PUBLIC,4 YEAR,"$24,617","7,629"
https://www.appily.com/colleges/gpa/3-8,Taylor University,"Upland, IN",3.8,75%,26,1205,PRIVATE,4 YEAR,"$25,888","2,221"
https://www.appily.com/colleges/gpa/3-8,Simmons University,"Boston, MA",3.8,76%,27,1206,PRIVATE,4 YEAR,"$30,008","5,710"
https://www.appily.com/colleges/gpa/3-8,Point Loma Nazarene University,"San Diego, CA",3.7,82%,27,1242,PRIVATE,4 YEAR,"$34,644","4,319"
https://www.appily.com/colleges/gpa/3-8,Oklahoma City University,"Oklahoma City, OK",3.8,70%,27,1223,PRIVATE,4 YEAR,"$25,072","2,550"
https://www.appily.com/colleges/gpa/3-8,Saint Mary's College,"Notre Dame, IN",3.9,84%,27,1193,PRIVATE,4 YEAR,"$27,121","1,519"
https://www.appily.com/colleges/gpa/3-8,Cedarville University,"Cedarville, OH",3.9,65%,28,1244,PRIVATE,4 YEAR,"$21,727","4,960"
https://www.appily.com/colleges/gpa/3-8,Truman State University,"Kirksville, MO",3.8,45%,29,1295,PUBLIC,4 YEAR,"$12,462","3,960"
https://www.appily.com/colleges/gpa/3-8,Mount Holyoke College,"South Hadley, MA",3.9,40%,33,1395,PRIVATE,4 YEAR,"$31,165","2,392"
https://www.appily.com/colleges/gpa/3-8,Molloy College,"Rockville Centre, NY",3.7,77%,24,1162,PRIVATE,4 YEAR,"$27,454","4,807"
https://www.appily.com/colleges/gpa/3-8,Hanover College,"Hanover, IN",3.8,74%,24,1151,PRIVATE,4 YEAR,"$20,952","1,124"
https://www.appily.com/colleges/gpa/3-8,University of Dallas,"Irving, TX",3.9,59%,29,1262,PRIVATE,4 YEAR,"$21,655","2,328"
https://www.appily.com/colleges/gpa/3-8,Saint Francis University,"Loretto, PA",3.7,73%,23,1142,PRIVATE,4 YEAR,"$29,393","2,857"
https://www.appily.com/colleges/gpa/3-8,Florida Agricultural and Mechanical University,"Tallahassee, FL",3.8,33%,21,1091,PUBLIC,4 YEAR,"$15,060","9,215"
https://www.appily.com/colleges/gpa/3-8,Messiah University,"Mechanicsburg, PA",3.8,79%,27,1213,PRIVATE,4 YEAR,"$28,141","3,231"
https://www.appily.com/colleges/gpa/3-8,Ohio Northern University,"Ada, OH",3.8,54%,24,1229,PRIVATE,4 YEAR,"$24,072","3,015"
https://www.appily.com/colleges/gpa/3-8,North Central College,"Naperville, IL",3.7,77%,25,1140,PRIVATE,4 YEAR,"$24,190","3,003"
https://www.appily.com/colleges/gpa/3-8,Illinois College,"Jacksonville, IL",3.7,77%,23,1084,PRIVATE,4 YEAR,"$17,544","1,029"
https://www.appily.com/colleges/gpa/3-8,Chatham University,"Pittsburgh, PA",3.7,66%,25,1145,PRIVATE,4 YEAR,"$28,310","2,387"
https://www.appily.com/colleges/gpa/3-8,Otterbein University,"Westerville, OH",3.7,84%,23,1167,PRIVATE,4 YEAR,"$23,386","2,458"
https://www.appily.com/colleges/gpa/3-8,University of Mary,"Bismarck, ND",3.8,81%,23,1169,PRIVATE,4 YEAR,"$18,167","3,652"
https://www.appily.com/colleges/gpa/3-8,Pacific Lutheran University,"Tacoma, WA",3.7,89%,27,1206,PRIVATE,4 YEAR,"$25,368","2,633"
https://www.appily.com/colleges/gpa/3-8,University of Evansville,"Evansville, IN",3.7,76%,26,1223,PRIVATE,4 YEAR,"$23,212","2,017"
https://www.appily.com/colleges/gpa/3-8,George Fox University,"Newberg, OR",3.7,92%,23,1151,PRIVATE,4 YEAR,"$30,378","4,028"
https://www.appily.com/colleges/gpa/3-8,Mississippi College,"Clinton, MS",3.7,40%,28,1225,PRIVATE,4 YEAR,"$17,186","3,946"
https://www.appily.com/colleges/gpa/3-8,Hollins University,"Roanoke, VA",3.7,72%,27,1200,PRIVATE,4 YEAR,"$19,315",803
https://www.appily.com/colleges/gpa/3-8,Union University,"Jackson, TN",3.8,53%,26,1259,PRIVATE,4 YEAR,"$26,906","2,731"
https://www.appily.com/colleges/gpa/3-8,The University of Alabama,"Tuscaloosa, AL",3.9,80%,28,1261,PUBLIC,4 YEAR,"$22,597","38,644"
https://www.appily.com/colleges/gpa/3-8,Ohio Wesleyan University,"Delaware, OH",3.7,52%,25,1155,PRIVATE,4 YEAR,"$26,628","1,410"
https://www.appily.com/colleges/gpa/3-8,Lander University,"Greenwood, SC",3.7,67%,19,1040,PUBLIC,4 YEAR,"$12,981","4,167"
https://www.appily.com/colleges/gpa/3-8,John Carroll University,"University Heights, OH",3.7,82%,25,1206,PRIVATE,4 YEAR,"$25,759","2,922"
https://www.appily.com/colleges/gpa/3-8,Francis Marion University,"Florence, SC",3.9,83%,18,1002,PUBLIC,4 YEAR,"$12,742","4,045"
https://www.appily.com/colleges/gpa/3-8,Western New England University,"Springfield, MA",3.7,88%,--,1160,PRIVATE,4 YEAR,"$30,079","3,430"
https://www.appily.com/colleges/gpa/3-8,New College of Florida,"Sarasota, FL",3.9,75%,29,1286,PUBLIC,4 YEAR,"$8,516",689
https://www.appily.com/colleges/gpa/3-8,Converse University,"Spartanburg, SC",3.9,56%,19,1099,PRIVATE,4 YEAR,"$12,685","1,284"
https://www.appily.com/colleges/gpa/3-8,Augustana University,"Sioux Falls, SD",3.7,66%,25,1248,PRIVATE,4 YEAR,"$24,072","2,086"
https://www.appily.com/colleges/gpa/3-8,College of the Ozarks,"Point Lookout, MO",3.7,21%,24,1164,PRIVATE,4 YEAR,"$11,349","1,487"
https://www.appily.com/colleges/gpa/3-8,McDaniel College,"Westminster, MD",3.7,82%,--,1151,PRIVATE,4 YEAR,"$18,182","3,000"
https://www.appily.com/colleges/gpa/3-8,University of Alabama in Huntsville,"Huntsville, AL",3.9,78%,30,1319,PUBLIC,4 YEAR,"$15,860","9,237"
https://www.appily.com/colleges/gpa/3-8,Whitworth University,"Spokane, WA",3.7,91%,25,1183,PRIVATE,4 YEAR,"$25,785","2,415"
https://www.appily.com/colleges/gpa/3-8,Colorado Christian University,"Lakewood, CO",3.8,--,26,1217,PRIVATE,4 YEAR,"$46,950","8,964"
https://www.appily.com/colleges/gpa/3-8,New Jersey Institute of Technology,"Newark, NJ",3.7,66%,28,1292,PUBLIC,4 YEAR,"$18,328","12,332"
https://www.appily.com/colleges/gpa/3-8,Salem College,"Winston Salem, NC",3.7,87%,19,1028,PRIVATE,4 YEAR,"$18,010",469
https://www.appily.com/colleges/gpa/3-8,Missouri University of Science and Technology,"Rolla, MO",3.8,81%,29,1344,PUBLIC,4 YEAR,"$13,476","7,080"
https://www.appily.com/colleges/gpa/3-8,Dominican University of California,"San Rafael, CA",3.7,93%,22,1127,PRIVATE,4 YEAR,"$32,978","1,877"
https://www.appily.com/colleges/gpa/3-8,Illinois Wesleyan University,"Bloomington, IL",3.8,42%,27,1245,PRIVATE,4 YEAR,"$32,545","1,527"
https://www.appily.com/colleges/gpa/3-8,Baldwin Wallace University,"Berea, OH",3.8,77%,24,1175,PRIVATE,4 YEAR,"$25,274","3,220"
https://www.appily.com/colleges/gpa/3-8,Ouachita Baptist University,"Arkadelphia, AR",3.8,72%,26,1194,PRIVATE,4 YEAR,"$19,815","1,784"
https://www.appily.com/colleges/gpa/3-8,University of Massachusetts-Lowell,"Lowell, MA",3.7,86%,27,1268,PUBLIC,4 YEAR,"$19,147","17,153"
https://www.appily.com/colleges/gpa/3-8,Randolph-Macon College,"Ashland, VA",3.7,85%,23,1146,PRIVATE,4 YEAR,"$26,061","1,490"
https://www.appily.com/colleges/gpa/3-8,Lebanon Valley College,"Annville, PA",3.8,77%,24,1165,PRIVATE,4 YEAR,"$27,464","2,080"
https://www.appily.com/colleges/gpa/3-8,Embry-Riddle Aeronautical University-Prescott,"Prescott, AZ",3.8,68%,26,1245,PRIVATE,4 YEAR,"$35,396","3,162"
https://www.appily.com/colleges/gpa/3-8,Oglethorpe University,"Atlanta, GA",3.7,71%,27,1206,PRIVATE,4 YEAR,"$22,126","1,491"
https://www.appily.com/colleges/gpa/3-8,University of South Florida-St Petersburg,"Saint Petersburg, FL",3.7,27%,26,1225,PUBLIC,4 YEAR,"$10,004","4,000"
https://www.appily.com/colleges/gpa/3-8,Franklin and Marshall College,"Lancaster, PA",3.8,36%,30,1346,PRIVATE,4 YEAR,"$28,038","1,990"
https://www.appily.com/colleges/gpa/3-8,Agnes Scott College,"Decatur, GA",3.7,67%,--,--,PRIVATE,4 YEAR,"$20,503","1,114"
https://www.appily.com/colleges/gpa/3-8,Gustavus Adolphus College,"Saint Peter, MN",3.7,74%,--,1300,PRIVATE,4 YEAR,"$19,093","2,072"
https://www.appily.com/colleges/gpa/3-8,Bennington College,"Bennington, VT",3.7,45%,--,--,PRIVATE,4 YEAR,"$29,325",880
https://www.appily.com/colleges/gpa/3-8,Lewis & Clark College,"Portland, OR",3.7,69%,31,1326,PRIVATE,4 YEAR,"$35,546","3,595"
https://www.appily.com/colleges/gpa/3-8,Juniata College,"Huntingdon, PA",3.7,76%,--,--,PRIVATE,4 YEAR,"$22,597","1,212"
https://www.appily.com/colleges/gpa/3-8,Milwaukee School of Engineering,"Milwaukee, WI",3.7,63%,27,1293,PRIVATE,4 YEAR,"$26,541","2,729"
https://www.appily.com/colleges/gpa/3-8,Medical University of South Carolina,"Charleston, SC",3.7,4%,--,--,PUBLIC,4 YEAR,--,"3,175"
https://www.appily.com/colleges/gpa/3-8,Lubbock Christian University,"Lubbock, TX",3.7,82%,21,1079,PRIVATE,4 YEAR,"$24,128","1,596"
https://www.appily.com/colleges/gpa/3-8,Michigan Technological University,"Houghton, MI",3.8,94%,28,1221,PUBLIC,4 YEAR,"$16,463","7,063"
https://www.appily.com/colleges/gpa/3-8,Gardner-Webb University,"Boiling Springs, NC",3.7,75%,21,1089,PRIVATE,4 YEAR,"$21,296","3,144"
https://www.appily.com/colleges/gpa/3-8,Central College,"Pella, IA",3.7,79%,22,1117,PRIVATE,4 YEAR,"$23,269","1,169"
https://www.appily.com/colleges/gpa/3-8,Hendrix College,"Conway, AR",3.8,60%,30,1324,PRIVATE,4 YEAR,"$19,295","1,144"
https://www.appily.com/colleges/gpa/3-8,Seton Hill University,"Greensburg, PA",3.8,78%,--,--,PRIVATE,4 YEAR,"$23,620","1,988"
https://www.appily.com/colleges/gpa/3-8,Thomas Jefferson University,"Philadelphia, PA",3.7,89%,24,1171,PRIVATE,4 YEAR,"$25,162","8,286"
https://www.appily.com/colleges/gpa/3-8,College of the Atlantic,"Bar Harbor, ME",3.8,60%,--,--,PRIVATE,4 YEAR,"$20,048",380
https://www.appily.com/colleges/gpa/3-8,Oklahoma Baptist University,"Shawnee, OK",3.9,47%,23,1139,PRIVATE,4 YEAR,"$24,277","1,399"
https://www.appily.com/colleges/gpa/3-8,Millsaps College,"Jackson, MS",3.7,68%,25,1173,PRIVATE,4 YEAR,"$23,821",661
https://www.appily.com/colleges/gpa/3-8,Northwest Nazarene University,"Nampa, ID",3.7,88%,24,1114,PRIVATE,4 YEAR,"$21,616","1,778"
https://www.appily.com/colleges/gpa/3-8,Covenant College,"Lookout Mountain, GA",3.7,84%,29,1233,PRIVATE,4 YEAR,"$23,413",886
https://www.appily.com/colleges/gpa/3-8,Anderson University,"Anderson, SC",3.7,45%,24,1087,PRIVATE,4 YEAR,"$21,756","4,121"
https://www.appily.com/colleges/gpa/3-8,Wheaton College (Massachusetts),"Norton, MA",3.7,79%,29,1280,PRIVATE,4 YEAR,"$28,518","1,667"
https://www.appily.com/colleges/gpa/3-8,Bob Jones University,"Greenville, SC",3.7,86%,25,1146,PRIVATE,4 YEAR,"$12,923","3,095"
https://www.appily.com/colleges/gpa/3-8,Coastal Carolina Community College,"Jacksonville, NC",3.7,--,--,--,PUBLIC,2 YEAR,"$7,452","3,611"
https://www.appily.com/colleges/gpa/3-8,LeTourneau University,"Longview, TX",3.7,49%,25,1215,PRIVATE,4 YEAR,"$23,196","3,536"
https://www.appily.com/colleges/gpa/3-8,Dordt University,"Sioux Center, IA",3.7,88%,24,1202,PRIVATE,4 YEAR,"$25,982","1,861"
https://www.appily.com/colleges/gpa/3-8,John Brown University,"Siloam Springs, AR",3.8,57%,28,1237,PRIVATE,4 YEAR,"$21,963","2,326"
https://www.appily.com/colleges/gpa/3-8,Birmingham-Southern College,"Birmingham, AL",3.7,57%,26,1230,PRIVATE,4 YEAR,"$22,107",975
https://www.appily.com/colleges/gpa/3-8,Concordia University-Irvine,"Irvine, CA",3.7,69%,22,1100,PRIVATE,4 YEAR,"$29,893","3,744"
https://www.appily.com/colleges/gpa/3-8,Pacific University,"Forest Grove, OR",3.7,92%,22,1156,PRIVATE,4 YEAR,"$29,498","3,559"
https://www.appily.com/colleges/gpa/3-8,Christian Brothers University,"Memphis, TN",3.8,87%,26,1205,PRIVATE,4 YEAR,"$11,900","1,934"
https://www.appily.com/colleges/gpa/3-8,Spalding University,"Louisville, KY",3.9,98%,19,1035,PRIVATE,4 YEAR,"$23,003","1,532"
https://www.appily.com/colleges/gpa/3-8,Texas A & M International University,"Laredo, TX",3.7,48%,17,997,PUBLIC,4 YEAR,"$3,074","8,505"
https://www.appily.com/colleges/gpa/3-8,Notre Dame of Maryland University,"Baltimore, MD",3.7,70%,20,1026,PRIVATE,4 YEAR,"$20,023","1,733"
https://www.appily.com/colleges/gpa/3-8,Asbury University,"Wilmore, KY",3.8,79%,25,1201,PRIVATE,4 YEAR,"$23,086","1,650"
https://www.appily.com/colleges/gpa/3-8,University of South Carolina Beaufort,"Bluffton, SC",3.8,80%,19,1023,PUBLIC,4 YEAR,"$16,748","2,124"
https://www.appily.com/colleges/gpa/3-8,United States Coast Guard Academy,"New London, CT",3.8,24%,28,1303,PUBLIC,4 YEAR,$0,"1,037"
https://www.appily.com/colleges/gpa/3-8,Franciscan University of Steubenville,"Steubenville, OH",3.8,67%,27,1215,PRIVATE,4 YEAR,"$24,918","3,656"
https://www.appily.com/colleges/gpa/3-8,Westminster College,"New Wilmington, PA",3.7,75%,22,1097,PRIVATE,4 YEAR,"$21,101","1,211"
https://www.appily.com/colleges/gpa/3-8,McMurry University,"Abilene, TX",3.8,57%,19,1033,PRIVATE,4 YEAR,"$21,450","1,237"
https://www.appily.com/colleges/gpa/3-8,Texas Lutheran University,"Seguin, TX",3.9,92%,21,1081,PRIVATE,4 YEAR,"$19,223","1,369"
https://www.appily.com/colleges/gpa/3-8,Milligan University,"Milligan, TN",3.7,67%,26,1208,PRIVATE,4 YEAR,"$19,806","1,105"
https://www.appily.com/colleges/gpa/3-8,SUNY Polytechnic Institute,"Utica, NY",3.7,82%,24,1182,PUBLIC,4 YEAR,"$13,809","2,842"
https://www.appily.com/colleges/gpa/3-8,Bryan College-Dayton,"Dayton, TN",3.7,51%,24,1163,PRIVATE,4 YEAR,"$16,409","1,656"
https://www.appily.com/colleges/gpa/3-8,The King's College,"New York, NY",3.7,45%,27,1219,PRIVATE,4 YEAR,"$34,099",326
https://www.appily.com/colleges/gpa/3-8,University of West Florida,"Pensacola, FL",3.7,48%,25,1198,PUBLIC,4 YEAR,"$8,452","13,521"
https://www.appily.com/colleges/gpa/3-8,The University of the South,"Sewanee, TN",3.7,52%,30,1278,PRIVATE,4 YEAR,"$30,474","1,704"
https://www.appily.com/colleges/gpa/3-8,St. John's College,"Santa Fe, NM",3.7,54%,30,1352,PRIVATE,4 YEAR,"$26,913",439
https://www.appily.com/colleges/gpa/3-8,Nebraska Wesleyan University,"Lincoln, NE",3.7,81%,26,1211,PRIVATE,4 YEAR,"$26,576","1,688"
https://www.appily.com/colleges/gpa/3-8,Thomas Aquinas College,"Santa Paula, CA",3.7,85%,31,1284,PRIVATE,4 YEAR,"$25,526",516
https://www.appily.com/colleges/gpa/3-8,Freed-Hardeman University,"Henderson, TN",3.8,91%,27,1196,PRIVATE,4 YEAR,"$16,703","2,330"
https://www.appily.com/colleges/gpa/3-8,Webb Institute,"Glen Cove, NY",3.9,21%,32,1465,PRIVATE,4 YEAR,"$15,684",102
https://www.appily.com/colleges/gpa/3-8,Gordon College,"Wenham, MA",3.8,92%,26,1195,PRIVATE,4 YEAR,"$27,502","1,628"
https://www.appily.com/colleges/gpa/3-8,SUNY College of Environmental Science and Forestry,"Syracuse, NY",3.7,70%,25,1217,PUBLIC,4 YEAR,"$22,133","1,976"
https://www.appily.com/colleges/gpa/3-8,University of Health Sciences and Pharmacy in St. Louis,"Saint Louis, MO",3.7,92%,28,1262,PRIVATE,4 YEAR,"$27,282",695
https://www.appily.com/colleges/gpa/3-8,Hobart and William Smith,"Geneva, NY",3.9,68%,29,1286,PRIVATE,4 YEAR,"$32,940","1,607"
https://www.appily.com/colleges/gpa/3-8,Franklin W Olin College of Engineering,"Needham, MA",3.9,19%,35,1522,PRIVATE,4 YEAR,"$20,540",386
