gpa_link,name,location,average_gpa,acceptance_rate,average_act_composite,average_sat_composite,type_of_institution,level_of_institution,average_net_price,number_of_students
https://www.appily.com/colleges/gpa/4-0,University of California-Los Angeles,"Los Angeles, CA",3.9,9%,32,1429,PUBLIC,4 YEAR,"$16,474","46,430"
https://www.appily.com/colleges/gpa/4-0,Harvard University,"Cambridge, MA",4.0,3%,35,1529,PRIVATE,4 YEAR,"$18,037","30,631"
https://www.appily.com/colleges/gpa/4-0,Stanford University,"Stanford, CA",3.9,4%,35,1497,PRIVATE,4 YEAR,"$15,133","18,283"
https://www.appily.com/colleges/gpa/4-0,University of California-Berkeley,"Berkeley, CA",3.9,11%,32,1449,PUBLIC,4 YEAR,"$19,329","45,307"
https://www.appily.com/colleges/gpa/4-0,University of Florida,"Gainesville, FL",3.9,23%,31,1394,PUBLIC,4 YEAR,"$10,075","55,211"
https://www.appily.com/colleges/gpa/4-0,University of Chicago,"Chicago, IL",4.0,5%,36,1528,PRIVATE,4 YEAR,"$36,584","18,339"
https://www.appily.com/colleges/gpa/4-0,Columbia University in the City of New York,"New York, NY",3.8,4%,35,1511,PRIVATE,4 YEAR,"$22,126","34,782"
https://www.appily.com/colleges/gpa/4-0,University of Michigan-Ann Arbor,"Ann Arbor, MI",3.9,18%,34,1448,PUBLIC,4 YEAR,"$17,832","51,225"
https://www.appily.com/colleges/gpa/4-0,University of Central Florida,"Orlando, FL",4.0,41%,28,1264,PUBLIC,4 YEAR,"$11,108","68,346"
https://www.appily.com/colleges/gpa/4-0,The University of Texas at Austin,"Austin, TX",3.8,31%,30,1367,PUBLIC,4 YEAR,"$16,892","52,384"
https://www.appily.com/colleges/gpa/4-0,Boston University,"Boston, MA",3.9,14%,33,1433,PRIVATE,4 YEAR,"$29,154","36,714"
https://www.appily.com/colleges/gpa/4-0,Purdue University-Main Campus,"West Lafayette, IN",3.8,53%,29,1321,PUBLIC,4 YEAR,"$12,294","51,528"
https://www.appily.com/colleges/gpa/4-0,New York University,"New York, NY",3.8,12%,--,1443,PRIVATE,4 YEAR,"$45,417","59,144"
https://www.appily.com/colleges/gpa/4-0,University of North Carolina at Chapel Hill,"Chapel Hill, NC",4.0,17%,32,1402,PUBLIC,4 YEAR,"$10,038","31,705"
https://www.appily.com/colleges/gpa/4-0,Princeton University,"Princeton, NJ",3.9,6%,35,1517,PRIVATE,4 YEAR,"$18,685","8,842"
https://www.appily.com/colleges/gpa/4-0,University of Southern California,"Los Angeles, CA",3.9,12%,--,--,PRIVATE,4 YEAR,"$36,808","48,945"
https://www.appily.com/colleges/gpa/4-0,Brown University,"Providence, RI",4.0,5%,35,1511,PRIVATE,4 YEAR,"$27,659","11,189"
https://www.appily.com/colleges/gpa/4-0,University of Washington-Seattle Campus,"Seattle, WA",3.8,48%,30,1356,PUBLIC,4 YEAR,"$9,661","52,319"
https://www.appily.com/colleges/gpa/4-0,University of Pennsylvania,"Philadelphia, PA",3.9,7%,35,1511,PRIVATE,4 YEAR,"$24,167","28,201"
https://www.appily.com/colleges/gpa/4-0,Michigan State University,"East Lansing, MI",3.8,88%,27,1223,PUBLIC,4 YEAR,"$16,655","50,023"
https://www.appily.com/colleges/gpa/4-0,Northwestern University,"Evanston, IL",4.0,7%,35,1506,PRIVATE,4 YEAR,"$28,344","23,161"
https://www.appily.com/colleges/gpa/4-0,Ohio State University-Main Campus,"Columbus, OH",3.8,53%,31,1372,PUBLIC,4 YEAR,"$18,884","60,540"
https://www.appily.com/colleges/gpa/4-0,Syracuse University,"Syracuse, NY",3.8,52%,29,1291,PRIVATE,4 YEAR,"$47,177","22,698"
https://www.appily.com/colleges/gpa/4-0,University of California-Davis,"Davis, CA",4.0,37%,27,1298,PUBLIC,4 YEAR,"$17,026","39,679"
https://www.appily.com/colleges/gpa/4-0,University of Georgia,"Athens, GA",4.0,43%,31,1347,PUBLIC,4 YEAR,"$16,580","40,607"
https://www.appily.com/colleges/gpa/4-0,Georgia Institute of Technology-Main Campus,"Atlanta, GA",4.0,17%,32,1418,PUBLIC,4 YEAR,"$17,140","45,296"
https://www.appily.com/colleges/gpa/4-0,Florida State University,"Tallahassee, FL",4.0,25%,29,1284,PUBLIC,4 YEAR,"$12,815","44,161"
https://www.appily.com/colleges/gpa/4-0,University of Miami,"Coral Gables, FL",3.8,19%,32,1371,PRIVATE,4 YEAR,"$53,682","19,402"
https://www.appily.com/colleges/gpa/4-0,San Diego State University,"San Diego, CA",3.9,39%,25,1221,PUBLIC,4 YEAR,"$13,192","37,402"
https://www.appily.com/colleges/gpa/4-0,Georgetown University,"Washington, DC",4.0,12%,35,1473,PRIVATE,4 YEAR,"$30,710","20,984"
https://www.appily.com/colleges/gpa/4-0,Indiana University-Bloomington,"Bloomington, IN",3.8,82%,28,1274,PUBLIC,4 YEAR,"$13,191","47,005"
https://www.appily.com/colleges/gpa/4-0,University of California-Irvine,"Irvine, CA",4.0,21%,27,1306,PUBLIC,4 YEAR,"$13,106","35,937"
https://www.appily.com/colleges/gpa/4-0,University of Oregon,"Eugene, OR",3.8,86%,24,1210,PUBLIC,4 YEAR,"$17,646","23,163"
https://www.appily.com/colleges/gpa/4-0,University of Maryland-College Park,"College Park, MD",4.0,45%,33,1389,PUBLIC,4 YEAR,"$17,643","40,792"
https://www.appily.com/colleges/gpa/4-0,Clemson University,"Clemson, SC",4.0,43%,31,1334,PUBLIC,4 YEAR,"$22,935","28,466"
https://www.appily.com/colleges/gpa/4-0,Northeastern University,"Boston, MA",4.0,7%,34,1478,PRIVATE,4 YEAR,"$37,738","30,013"
https://www.appily.com/colleges/gpa/4-0,University of Notre Dame,"Notre Dame, IN",4.0,13%,34,1490,PRIVATE,4 YEAR,"$29,981","13,105"
https://www.appily.com/colleges/gpa/4-0,University of South Florida,"Tampa, FL",4.0,44%,28,1297,PUBLIC,4 YEAR,"$10,004","49,600"
https://www.appily.com/colleges/gpa/4-0,University of Pittsburgh-Pittsburgh Campus,"Pittsburgh, PA",4.0,49%,31,1365,PUBLIC,4 YEAR,"$22,346","33,767"
https://www.appily.com/colleges/gpa/4-0,Boston College,"Chestnut Hill, MA",3.9,17%,34,1437,PRIVATE,4 YEAR,"$30,192","15,287"
https://www.appily.com/colleges/gpa/4-0,Auburn University,"Auburn University, AL",4.0,71%,29,1300,PUBLIC,4 YEAR,"$24,028","31,764"
https://www.appily.com/colleges/gpa/4-0,Vanderbilt University,"Nashville, TN",3.9,7%,35,1515,PRIVATE,4 YEAR,"$25,804","13,710"
https://www.appily.com/colleges/gpa/4-0,University of Virginia-Main Campus,"Charlottesville, VA",4.0,19%,33,1436,PUBLIC,4 YEAR,"$19,043","26,082"
https://www.appily.com/colleges/gpa/4-0,Johns Hopkins University,"Baltimore, MD",3.9,7%,35,--,PRIVATE,4 YEAR,--,"31,275"
https://www.appily.com/colleges/gpa/4-0,Louisiana State University,"Baton Rouge, LA",3.8,76%,28,1242,PUBLIC,4 YEAR,"$20,352","37,348"
https://www.appily.com/colleges/gpa/4-0,Virginia Polytechnic Institute and State University,"Blacksburg, VA",4.0,57%,28,1292,PUBLIC,4 YEAR,"$20,247","38,170"
https://www.appily.com/colleges/gpa/4-0,Emory University,"Atlanta, GA",3.8,11%,32,1453,PRIVATE,4 YEAR,"$25,672","14,841"
https://www.appily.com/colleges/gpa/4-0,University of Iowa,"Iowa City, IA",3.8,86%,26,1235,PUBLIC,4 YEAR,"$17,452","30,015"
https://www.appily.com/colleges/gpa/4-0,University of California-San Diego,"La Jolla, CA",3.9,24%,30,1375,PUBLIC,4 YEAR,"$15,222","42,006"
https://www.appily.com/colleges/gpa/4-0,University of San Diego,"San Diego, CA",4.0,53%,30,1299,PRIVATE,4 YEAR,"$37,547","8,815"
https://www.appily.com/colleges/gpa/4-0,DePaul University,"Chicago, IL",3.8,70%,25,1180,PRIVATE,4 YEAR,"$33,319","20,917"
https://www.appily.com/colleges/gpa/4-0,Massachusetts Institute of Technology,"Cambridge, MA",4.0,4%,36,1547,PRIVATE,4 YEAR,"$19,998","11,858"
https://www.appily.com/colleges/gpa/4-0,Rutgers University-New Brunswick,"New Brunswick, NJ",3.8,66%,29,1322,PUBLIC,4 YEAR,"$17,835","50,637"
https://www.appily.com/colleges/gpa/4-0,University of Denver,"Denver, CO",3.8,78%,29,1295,PRIVATE,4 YEAR,"$38,322","13,734"
https://www.appily.com/colleges/gpa/4-0,Drexel University,"Philadelphia, PA",3.8,80%,29,1295,PRIVATE,4 YEAR,"$39,463","22,344"
https://www.appily.com/colleges/gpa/4-0,The University of Tennessee-Knoxville,"Knoxville, TN",4.0,68%,29,1276,PUBLIC,4 YEAR,"$21,133","33,805"
https://www.appily.com/colleges/gpa/4-0,North Carolina State University at Raleigh,"Raleigh, NC",3.9,47%,29,1349,PUBLIC,4 YEAR,"$14,600","36,700"
https://www.appily.com/colleges/gpa/4-0,Fordham University,"Bronx, NY",3.8,59%,33,1436,PRIVATE,4 YEAR,"$13,087","16,556"
https://www.appily.com/colleges/gpa/4-0,University of Colorado Boulder,"Boulder, CO",3.8,76%,31,1330,PUBLIC,4 YEAR,"$21,198","38,428"
https://www.appily.com/colleges/gpa/4-0,Florida International University,"Miami, FL",4.0,64%,26,1198,PUBLIC,4 YEAR,"$8,988","55,609"
https://www.appily.com/colleges/gpa/4-0,Florida Atlantic University,"Boca Raton, FL",3.8,81%,24,1166,PUBLIC,4 YEAR,"$11,451","29,592"
https://www.appily.com/colleges/gpa/4-0,University of California-Santa Barbara,"Santa Barbara, CA",4.0,26%,30,1370,PUBLIC,4 YEAR,"$17,223","26,420"
https://www.appily.com/colleges/gpa/4-0,Brigham Young University,"Provo, UT",3.9,67%,30,1326,PRIVATE,4 YEAR,"$13,150","34,464"
https://www.appily.com/colleges/gpa/4-0,Dartmouth College,"Hanover, NH",4.0,6%,35,1500,PRIVATE,4 YEAR,"$24,525","6,744"
https://www.appily.com/colleges/gpa/4-0,University of Delaware,"Newark, DE",4.0,74%,28,1261,PUBLIC,4 YEAR,"$19,747","24,039"
https://www.appily.com/colleges/gpa/4-0,California Polytechnic State University-San Luis Obispo,"San Luis Obispo, CA",4.0,30%,30,1342,PUBLIC,4 YEAR,"$20,491","22,000"
https://www.appily.com/colleges/gpa/4-0,Hofstra University,"Hempstead, NY",3.8,69%,28,1262,PRIVATE,4 YEAR,"$53,310","10,238"
https://www.appily.com/colleges/gpa/4-0,University of California-Riverside,"Riverside, CA",3.9,69%,25,1239,PUBLIC,4 YEAR,"$11,948","26,809"
https://www.appily.com/colleges/gpa/4-0,Tufts University,"Medford, MA",4.0,10%,33,1472,PRIVATE,4 YEAR,"$32,720","13,431"
https://www.appily.com/colleges/gpa/4-0,Carnegie Mellon University,"Pittsburgh, PA",3.9,11%,34,1513,PRIVATE,4 YEAR,"$36,983","16,002"
https://www.appily.com/colleges/gpa/4-0,Nova Southeastern University,"Fort Lauderdale, FL",3.9,76%,25,1178,PRIVATE,4 YEAR,"$26,317","20,948"
https://www.appily.com/colleges/gpa/4-0,Miami University-Oxford,"Oxford, OH",3.9,88%,28,1297,PUBLIC,4 YEAR,"$24,345","19,107"
https://www.appily.com/colleges/gpa/4-0,United States Military Academy,"West Point, NY",4.0,12%,32,1284,PUBLIC,4 YEAR,$0,"4,393"
https://www.appily.com/colleges/gpa/4-0,University of Wisconsin-Madison,"Madison, WI",3.9,49%,30,1371,PUBLIC,4 YEAR,"$14,030","48,956"
https://www.appily.com/colleges/gpa/4-0,University of Connecticut,"Storrs Mansfield, CT",3.8,55%,30,1312,PUBLIC,4 YEAR,"$22,233","27,003"
https://www.appily.com/colleges/gpa/4-0,Wesleyan University,"Middletown, CT",3.9,14%,32,1415,PRIVATE,4 YEAR,"$22,845","3,253"
https://www.appily.com/colleges/gpa/4-0,Appalachian State University,"Boone, NC",3.9,83%,25,1202,PUBLIC,4 YEAR,"$10,687","20,436"
https://www.appily.com/colleges/gpa/4-0,University of California-Santa Cruz,"Santa Cruz, CA",3.9,47%,28,1306,PUBLIC,4 YEAR,"$17,842","19,478"
https://www.appily.com/colleges/gpa/4-0,University at Buffalo,"Buffalo, NY",3.8,68%,25,1254,PUBLIC,4 YEAR,"$18,119","32,099"
https://www.appily.com/colleges/gpa/4-0,Towson University,"Towson, MD",3.8,79%,23,1139,PUBLIC,4 YEAR,"$16,082","19,793"
https://www.appily.com/colleges/gpa/4-0,Mercer University,"Macon, GA",3.9,75%,28,1274,PRIVATE,4 YEAR,"$21,693","8,889"
https://www.appily.com/colleges/gpa/4-0,Butler University,"Indianapolis, IN",3.9,82%,28,1262,PRIVATE,4 YEAR,"$42,627","5,525"
https://www.appily.com/colleges/gpa/4-0,Villanova University,"Villanova, PA",3.9,23%,34,1422,PRIVATE,4 YEAR,"$38,303","10,383"
https://www.appily.com/colleges/gpa/4-0,Clark Atlanta University,"Atlanta, GA",4.0,56%,20,1006,PRIVATE,4 YEAR,"$29,100","4,000"
https://www.appily.com/colleges/gpa/4-0,University of Arkansas,"Fayetteville, AR",3.8,79%,27,1253,PUBLIC,4 YEAR,"$12,235","30,936"
https://www.appily.com/colleges/gpa/4-0,University of Richmond,"University Of Richmond, VA",3.8,24%,32,1395,PRIVATE,4 YEAR,"$25,700","3,876"
https://www.appily.com/colleges/gpa/4-0,Lehigh University,"Bethlehem, PA",3.9,37%,33,1380,PRIVATE,4 YEAR,"$29,098","7,394"
https://www.appily.com/colleges/gpa/4-0,Colgate University,"Hamilton, NY",3.9,12%,33,1437,PRIVATE,4 YEAR,"$25,935","3,141"
https://www.appily.com/colleges/gpa/4-0,College of Charleston,"Charleston, SC",4.0,76%,26,1191,PUBLIC,4 YEAR,"$20,351","10,885"
https://www.appily.com/colleges/gpa/4-0,Chapman University,"Orange, CA",3.8,73%,30,1296,PRIVATE,4 YEAR,"$44,327","10,014"
https://www.appily.com/colleges/gpa/4-0,Wake Forest University,"Winston Salem, NC",3.9,21%,31,1390,PRIVATE,4 YEAR,"$26,324","8,963"
https://www.appily.com/colleges/gpa/4-0,Elon University,"Elon, NC",4.0,74%,28,1265,PRIVATE,4 YEAR,"$44,029","7,123"
https://www.appily.com/colleges/gpa/4-0,Washington University in St Louis,"Saint Louis, MO",4.0,12%,35,1520,PRIVATE,4 YEAR,"$27,233","17,012"
https://www.appily.com/colleges/gpa/4-0,Embry-Riddle Aeronautical University-Daytona Beach,"Daytona Beach, FL",3.9,65%,25,1204,PRIVATE,4 YEAR,"$36,063","10,301"
https://www.appily.com/colleges/gpa/4-0,University of Massachusetts-Amherst,"Amherst, MA",4.0,64%,29,1299,PUBLIC,4 YEAR,"$22,505","32,229"
https://www.appily.com/colleges/gpa/4-0,Rensselaer Polytechnic Institute,"Troy, NY",3.9,65%,31,1399,PRIVATE,4 YEAR,"$40,661","6,968"
https://www.appily.com/colleges/gpa/4-0,Case Western Reserve University,"Cleveland, OH",3.8,27%,33,1436,PRIVATE,4 YEAR,"$36,002","12,201"
https://www.appily.com/colleges/gpa/4-0,Amherst College,"Amherst, MA",4.0,7%,33,1431,PRIVATE,4 YEAR,"$18,832","1,898"
https://www.appily.com/colleges/gpa/4-0,Kansas State University,"Manhattan, KS",3.8,95%,25,--,PUBLIC,4 YEAR,"$18,494","19,722"
https://www.appily.com/colleges/gpa/4-0,Loyola Marymount University,"Los Angeles, CA",4.0,41%,31,1331,PRIVATE,4 YEAR,"$48,758","10,165"
https://www.appily.com/colleges/gpa/4-0,University of Vermont,"Burlington, VT",3.9,60%,30,1287,PUBLIC,4 YEAR,"$20,235","14,088"
https://www.appily.com/colleges/gpa/4-0,United States Air Force Academy,"USAF Academy, CO",3.8,16%,31,1368,PUBLIC,4 YEAR,--,"4,085"
https://www.appily.com/colleges/gpa/4-0,Spelman College,"Atlanta, GA",3.9,28%,24,1167,PRIVATE,4 YEAR,"$43,920","3,102"
https://www.appily.com/colleges/gpa/4-0,Skidmore College,"Saratoga Springs, NY",3.8,26%,32,1330,PRIVATE,4 YEAR,"$29,995","2,758"
https://www.appily.com/colleges/gpa/4-0,Trinity College,"Hartford, CT",3.8,36%,31,1383,PRIVATE,4 YEAR,"$26,233","2,205"
https://www.appily.com/colleges/gpa/4-0,University of North Carolina Wilmington,"Wilmington, NC",4.0,69%,24,1222,PUBLIC,4 YEAR,"$17,946","17,843"
https://www.appily.com/colleges/gpa/4-0,The University of Texas at Dallas,"Richardson, TX",3.8,85%,29,1355,PUBLIC,4 YEAR,"$11,185","31,570"
https://www.appily.com/colleges/gpa/4-0,Belmont University,"Nashville, TN",3.8,96%,29,1253,PRIVATE,4 YEAR,"$34,368","8,910"
https://www.appily.com/colleges/gpa/4-0,Florida Gulf Coast University,"Fort Myers, FL",4.0,74%,23,1142,PUBLIC,4 YEAR,"$10,151","15,969"
https://www.appily.com/colleges/gpa/4-0,Carleton College,"Northfield, MN",4.0,17%,32,1457,PRIVATE,4 YEAR,"$30,843","2,059"
https://www.appily.com/colleges/gpa/4-0,University of Dayton,"Dayton, OH",3.8,74%,27,1241,PRIVATE,4 YEAR,"$32,768","11,674"
https://www.appily.com/colleges/gpa/4-0,Hamilton College,"Clinton, NY",4.0,12%,32,1462,PRIVATE,4 YEAR,"$23,936","2,072"
https://www.appily.com/colleges/gpa/4-0,Reed College,"Portland, OR",4.0,31%,33,1433,PRIVATE,4 YEAR,"$33,056","1,534"
https://www.appily.com/colleges/gpa/4-0,Brandeis University,"Waltham, MA",3.9,39%,34,1434,PRIVATE,4 YEAR,"$41,222","5,581"
https://www.appily.com/colleges/gpa/4-0,Arkansas State University,"Jonesboro, AR",4.0,70%,25,1188,PUBLIC,4 YEAR,"$13,406","13,190"
https://www.appily.com/colleges/gpa/4-0,Pomona College,"Claremont, CA",4.0,7%,35,1480,PRIVATE,4 YEAR,"$30,392","1,716"
https://www.appily.com/colleges/gpa/4-0,University of North Florida,"Jacksonville, FL",3.9,71%,22,1159,PUBLIC,4 YEAR,"$9,789","16,406"
https://www.appily.com/colleges/gpa/4-0,Creighton University,"Omaha, NE",3.9,76%,27,1253,PRIVATE,4 YEAR,"$32,145","8,397"
https://www.appily.com/colleges/gpa/4-0,Williams College,"Williamstown, MA",4.0,8%,35,1488,PRIVATE,4 YEAR,"$22,356","2,222"
https://www.appily.com/colleges/gpa/4-0,Bentley University,"Waltham, MA",3.8,58%,29,1327,PRIVATE,4 YEAR,"$42,759","5,165"
https://www.appily.com/colleges/gpa/4-0,Azusa Pacific University,"Azusa, CA",3.9,87%,23,1146,PRIVATE,4 YEAR,"$31,367","7,169"
https://www.appily.com/colleges/gpa/4-0,Rochester Institute of Technology,"Rochester, NY",4.0,67%,28,1328,PRIVATE,4 YEAR,"$36,514","16,615"
https://www.appily.com/colleges/gpa/4-0,Saint Louis University,"Saint Louis, MO",3.9,85%,27,1255,PRIVATE,4 YEAR,"$27,872","15,755"
https://www.appily.com/colleges/gpa/4-0,Illinois Institute of Technology,"Chicago, IL",4.0,61%,29,1312,PRIVATE,4 YEAR,"$28,161","6,943"
https://www.appily.com/colleges/gpa/4-0,Bowdoin College,"Brunswick, ME",3.9,9%,32,1405,PRIVATE,4 YEAR,"$25,622","1,915"
https://www.appily.com/colleges/gpa/4-0,Stetson University,"Deland, FL",3.9,94%,26,1210,PRIVATE,4 YEAR,"$23,864","3,928"
https://www.appily.com/colleges/gpa/4-0,Davidson College,"Davidson, NC",3.9,17%,32,1411,PRIVATE,4 YEAR,"$28,615","1,927"
https://www.appily.com/colleges/gpa/4-0,Winthrop University,"Rock Hill, SC",4.0,70%,22,1067,PUBLIC,4 YEAR,"$19,300","4,712"
https://www.appily.com/colleges/gpa/4-0,California Institute of Technology,"Pasadena, CA",4.0,3%,36,1557,PRIVATE,4 YEAR,"$33,565","2,401"
https://www.appily.com/colleges/gpa/4-0,Duquesne University,"Pittsburgh, PA",3.8,87%,26,1221,PRIVATE,4 YEAR,"$32,408","8,107"
https://www.appily.com/colleges/gpa/4-0,Middlebury College,"Middlebury, VT",4.0,13%,33,1460,PRIVATE,4 YEAR,"$24,517","2,843"
https://www.appily.com/colleges/gpa/4-0,Swarthmore College,"Swarthmore, PA",4.0,7%,34,1469,PRIVATE,4 YEAR,"$20,360","1,625"
https://www.appily.com/colleges/gpa/4-0,Kenyon College,"Gambier, OH",4.0,34%,32,1388,PRIVATE,4 YEAR,"$40,862","1,885"
https://www.appily.com/colleges/gpa/4-0,University of Alabama at Birmingham,"Birmingham, AL",3.8,87%,27,1234,PUBLIC,4 YEAR,"$16,978","21,639"
https://www.appily.com/colleges/gpa/4-0,Wheaton College,"Wheaton, IL",3.8,88%,31,1337,PRIVATE,4 YEAR,"$27,474","2,885"
https://www.appily.com/colleges/gpa/4-0,Bradley University,"Peoria, IL",3.8,75%,26,1182,PRIVATE,4 YEAR,"$24,053","5,552"
https://www.appily.com/colleges/gpa/4-0,Wellesley College,"Wellesley, MA",4.0,14%,34,1452,PRIVATE,4 YEAR,"$21,614","2,447"
https://www.appily.com/colleges/gpa/4-0,Gettysburg College,"Gettysburg, PA",3.8,56%,28,1345,PRIVATE,4 YEAR,"$34,850","2,854"
https://www.appily.com/colleges/gpa/4-0,Grinnell College,"Grinnell, IA",4.0,11%,34,1457,PRIVATE,4 YEAR,"$32,091","1,759"
https://www.appily.com/colleges/gpa/4-0,Brigham Young University-Idaho,"Rexburg, ID",3.9,96%,22,1111,PRIVATE,4 YEAR,"$6,871","43,023"
https://www.appily.com/colleges/gpa/4-0,DePauw University,"Greencastle, IN",3.9,66%,27,1253,PRIVATE,4 YEAR,"$30,183","1,752"
https://www.appily.com/colleges/gpa/4-0,Fairfield University,"Fairfield, CT",3.8,52%,28,1288,PRIVATE,4 YEAR,"$43,173","6,019"
https://www.appily.com/colleges/gpa/4-0,Barnard College,"New York, NY",4.0,9%,34,1445,PRIVATE,4 YEAR,"$30,572","3,442"
https://www.appily.com/colleges/gpa/4-0,Stevens Institute of Technology,"Hoboken, NJ",3.9,46%,33,1429,PRIVATE,4 YEAR,"$40,303","9,314"
https://www.appily.com/colleges/gpa/4-0,Smith College,"Northampton, MA",4.0,23%,32,1415,PRIVATE,4 YEAR,"$28,422","2,873"
https://www.appily.com/colleges/gpa/4-0,Colorado School of Mines,"Golden, CO",3.8,58%,30,1342,PUBLIC,4 YEAR,"$27,675","7,403"
https://www.appily.com/colleges/gpa/4-0,Colby College,"Waterville, ME",4.0,8%,34,1456,PRIVATE,4 YEAR,"$18,552","2,299"
https://www.appily.com/colleges/gpa/4-0,Samford University,"Birmingham, AL",3.9,83%,28,1223,PRIVATE,4 YEAR,"$31,322","5,682"
https://www.appily.com/colleges/gpa/4-0,Babson College,"Wellesley, MA",3.9,22%,31,1362,PRIVATE,4 YEAR,"$31,559","3,989"
https://www.appily.com/colleges/gpa/4-0,Trinity University,"San Antonio, TX",3.8,31%,32,1381,PRIVATE,4 YEAR,"$31,141","2,692"
https://www.appily.com/colleges/gpa/4-0,Lipscomb University,"Nashville, TN",3.8,71%,28,1234,PRIVATE,4 YEAR,"$26,421","4,704"
https://www.appily.com/colleges/gpa/4-0,Saint Joseph's University,"Philadelphia, PA",3.8,89%,27,1217,PRIVATE,4 YEAR,"$35,780","7,861"
https://www.appily.com/colleges/gpa/4-0,Pitzer College,"Claremont, CA",4.0,18%,32,1405,PRIVATE,4 YEAR,"$30,095","1,212"
https://www.appily.com/colleges/gpa/4-0,University of Mary Washington,"Fredericksburg, VA",3.8,86%,27,1193,PUBLIC,4 YEAR,"$22,569","3,757"
https://www.appily.com/colleges/gpa/4-0,Wofford College,"Spartanburg, SC",3.8,60%,29,1290,PRIVATE,4 YEAR,"$30,431","1,823"
https://www.appily.com/colleges/gpa/4-0,Kalamazoo College,"Kalamazoo, MI",3.8,79%,29,1284,PRIVATE,4 YEAR,"$22,808","1,210"
https://www.appily.com/colleges/gpa/4-0,Bard College,"Annandale On Hudson, NY",3.8,46%,29,1330,PRIVATE,4 YEAR,"$25,484","2,706"
https://www.appily.com/colleges/gpa/4-0,Berry College,"Mount Berry, GA",3.8,66%,28,1245,PRIVATE,4 YEAR,"$24,605","2,360"
https://www.appily.com/colleges/gpa/4-0,Binghamton University,"Vestal, NY",3.9,42%,30,1370,PUBLIC,4 YEAR,"$19,061","18,312"
https://www.appily.com/colleges/gpa/4-0,Bates College,"Lewiston, ME",3.9,14%,32,1420,PRIVATE,4 YEAR,"$26,451","1,790"
https://www.appily.com/colleges/gpa/4-0,Dominican University,"River Forest, IL",3.8,90%,22,1106,PRIVATE,4 YEAR,"$18,685","3,196"
https://www.appily.com/colleges/gpa/4-0,Citadel Military College of South Carolina,"Charleston, SC",3.8,99%,23,1138,PUBLIC,4 YEAR,"$18,548","3,721"
https://www.appily.com/colleges/gpa/4-0,Worcester Polytechnic Institute,"Worcester, MA",3.9,57%,31,1380,PRIVATE,4 YEAR,"$45,834","7,308"
https://www.appily.com/colleges/gpa/4-0,Hillsdale College,"Hillsdale, MI",3.9,21%,32,1440,PRIVATE,4 YEAR,"$22,835","1,678"
https://www.appily.com/colleges/gpa/4-0,Christopher Newport University,"Newport News, VA",3.8,85%,--,1197,PUBLIC,4 YEAR,"$25,596","4,559"
https://www.appily.com/colleges/gpa/4-0,Drury University,"Springfield, MO",3.8,63%,25,1210,PRIVATE,4 YEAR,"$19,190","1,595"
https://www.appily.com/colleges/gpa/4-0,Haverford College,"Haverford, PA",4.0,14%,35,1468,PRIVATE,4 YEAR,"$25,215","1,421"
https://www.appily.com/colleges/gpa/4-0,Macalester College,"Saint Paul, MN",3.9,28%,32,1415,PRIVATE,4 YEAR,"$35,589","2,175"
https://www.appily.com/colleges/gpa/4-0,Calvin University,"Grand Rapids, MI",3.8,74%,28,1264,PRIVATE,4 YEAR,"$26,647","3,231"
https://www.appily.com/colleges/gpa/4-0,Scripps College,"Claremont, CA",4.0,28%,34,1420,PRIVATE,4 YEAR,"$32,709","1,099"
https://www.appily.com/colleges/gpa/4-0,Connecticut College,"New London, CT",3.8,40%,33,1397,PRIVATE,4 YEAR,"$32,626","1,948"
https://www.appily.com/colleges/gpa/4-0,Grove City College,"Grove City, PA",3.8,71%,28,1251,PRIVATE,4 YEAR,"$24,576","2,316"
https://www.appily.com/colleges/gpa/4-0,William & Mary,"Williamsburg, VA",4.0,33%,33,1425,PUBLIC,4 YEAR,"$19,800","9,654"
https://www.appily.com/colleges/gpa/4-0,Whitman College,"Walla Walla, WA",3.8,38%,31,1390,PRIVATE,4 YEAR,"$38,989","1,561"
https://www.appily.com/colleges/gpa/4-0,Centre College,"Danville, KY",3.8,63%,30,1326,PRIVATE,4 YEAR,"$22,748","1,357"
https://www.appily.com/colleges/gpa/4-0,Rhodes College,"Memphis, TN",4.0,54%,32,1352,PRIVATE,4 YEAR,"$29,852","2,008"
https://www.appily.com/colleges/gpa/4-0,Clarkson University,"Potsdam, NY",3.8,78%,25,1258,PRIVATE,4 YEAR,"$29,015","3,719"
https://www.appily.com/colleges/gpa/4-0,Sarah Lawrence College,"Bronxville, NY",3.8,50%,32,1344,PRIVATE,4 YEAR,"$36,422","1,696"
https://www.appily.com/colleges/gpa/4-0,Taylor University,"Upland, IN",3.8,75%,26,1205,PRIVATE,4 YEAR,"$25,888","2,221"
https://www.appily.com/colleges/gpa/4-0,Simmons University,"Boston, MA",3.8,76%,27,1206,PRIVATE,4 YEAR,"$30,008","5,710"
https://www.appily.com/colleges/gpa/4-0,Oklahoma City University,"Oklahoma City, OK",3.8,70%,27,1223,PRIVATE,4 YEAR,"$25,072","2,550"
https://www.appily.com/colleges/gpa/4-0,Saint Mary's College,"Notre Dame, IN",3.9,84%,27,1193,PRIVATE,4 YEAR,"$27,121","1,519"
