name,location,average_gpa,average_sat_composite,Average Salary 1yr,Average Salary 5yr,acceptance_rate,average_act_composite,type_of_institution,level_of_institution,average_net_price,number_of_students,gpa_link,latitude,longitude,school_name_clean_key
south mountain community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,south mountain community college
university of arizona,"Tucson, AZ",3.5,1228.0,44048.56923076923,66118.21875,0.87,25,PUBLIC,4 YEAR,15620.0,49403.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,university of arizona
united technical center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,united technical center
rudaes school of beauty cultureft wayne,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rudaes school of beauty cultureft wayne
auburn career center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,auburn career center
west valley college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,west valley college
bergin university of canine studies,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,bergin university of canine studies
massachusetts school of law,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,massachusetts school of law
globe university,N/A,N/A,N/A,N/A,58540.166666666664,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,globe university
capital university,"Columbus, OH",3.6,1146.0,43648.36842105263,57826.166666666664,0.72,25,PRIVATE,4 YEAR,22642.0,2617.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,capital university
cosmetology school of arts sciences,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cosmetology school of arts sciences
millersville university of pennsylvania,"Millersville, PA",3.5,1075.0,41197.82608695652,55479.181818181816,0.92,--,PUBLIC,4 YEAR,23350.0,6775.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,millersville university of pennsylvania
university of new brunswick the,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,university of new brunswick the
nuc university ibc technical division manati,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,nuc university ibc technical division manati
clover park technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,clover park technical college
woodbury university,"Burbank, CA",3.4,1087.0,41432.5,63483.0,0.63,22,PRIVATE,4 YEAR,32591.0,943.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,woodbury university
crescent city bartending school,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crescent city bartending school
charleston school of beauty culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,charleston school of beauty culture
university of houstonclear lake,"Houston, TX",3.5,1100.0,47828.65217391304,61321.739130434784,0.69,21,PUBLIC,4 YEAR,14667.0,8562.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,university of houstonclear lake
southwestern adventist university,"Keene, TX",3.3,1008.0,52115.0,89478.0,0.54,22,PRIVATE,4 YEAR,20329.0,793.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,southwestern adventist university
a better u beauty barber academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a better u beauty barber academy
fountain of youth academy of cosmetology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fountain of youth academy of cosmetology
university of la verne,"La Verne, CA",3.5,1113.0,35363.57142857143,65597.92857142857,0.74,22,PRIVATE,4 YEAR,30061.0,5662.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,university of la verne
william r moore college of technology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,william r moore college of technology
strayer universitydelaware,N/A,N/A,N/A,57938.2,70000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,strayer universitydelaware
south college indianapolis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,south college indianapolis
the southwestern baptist theological seminary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,the southwestern baptist theological seminary
saddleback college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,saddleback college
new york institute of technology,"Old Westbury, NY",3.5,1294.0,44240.1,76087.9,0.81,28,PRIVATE,4 YEAR,23074.0,7934.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,new york institute of technology
nuc university arecibo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,nuc university arecibo
berklee college of music,"Boston, MA",3.0,N/A,27442.6,35637.0,0.54,--,PRIVATE,4 YEAR,42952.0,8282.0,https://www.appily.com/colleges/gpa/3-1,N/A,N/A,berklee college of music
linnbenton community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,linnbenton community college
university of michigandearborn,"Dearborn, MI",3.7,1196.0,51443.391304347824,70297.875,0.54,26,PUBLIC,4 YEAR,12639.0,8223.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,university of michigandearborn
anoka technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,anoka technical college
automotive training centerexton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,automotive training centerexton
california institute of technology,"Pasadena, CA",4.0,1557.0,173344.0,232903.0,0.03,36,PRIVATE,4 YEAR,33565.0,2401.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,california institute of technology
broken arrow beauty college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,broken arrow beauty college
